,,,,
,Ngày,Mã Cửa Hàng,Doanh Thu,Chi Phí
,15-Jan,CH 3638,2520,2243
,15-Jan,CH 3639,16086,12994
,15-Jan,CH 3640,22131,18462
,15-Jan,CH 3641,5375,4702
,15-Jan,CH 3642,14259,12107
,15-Jan,CH 3643,18006,16621
,15-Jan,CH 3644,12976,11299
,15-Jan,CH 3645,11295,9062
,15-Jan,CH 3646,8910,8440
,15-Jan,CH 3647,5217,4336
,15-Jan,CH 3648,32177,26998
,15-Jan,CH 3649,10390,9590
,15-Jan,CH 3650,34931,30436
,15-Jan,CH 3651,4969,4411
,15-Jan,CH 3652,5400,4905
,15-Jan,CH 3653,22149,20296
,15-Jan,CH 3654,9986,8572
,15-Jan,CH 3655,7941,6450
,15-Jan,CH 3656,10658,9915
,15-Jan,CH 3657,10255,9514
,15-Jan,CH 3658,10061,9323
,15-Jan,CH 3659,25045,22637
,15-Jan,CH 3660,6964,6442
,15-Jan,CH 3661,23639,20699
,15-Jan,CH 3662,10447,9895
,15-Jan,CH 3663,10632,9311
,15-Jan,CH 3664,32142,29620
,15-Jan,CH 3665,3771,3362
,15-Jan,CH 3666,1185,1113
,15-Jan,CH 3667,12184,11332
,15-Jan,CH 3668,11553,9865
,15-Jan,CH 3669,5915,5201
,15-Jan,CH 3670,13454,11277
,15-Jan,CH 3671,5496,4937
,15-Jan,CH 3672,8888,7829
,15-Jan,CH 3673,9881,8296
,15-Jan,CH 3674,7154,6638
,15-Jan,CH 3675,2496,2275
,15-Jan,CH 3676,6058,5704
,15-Jan,CH 3677,3372,2797
,15-Jan,CH 3678,4269,3440
,15-Jan,CH 3679,40548,34726
,15-Jan,CH 3680,1575,1384
,15-Jan,CH 3681,8119,6703
,15-Jan,CH 3682,17304,15062
,15-Jan,CH 3683,2592,2461
,15-Jan,CH 3684,47818,40864
,15-Jan,CH 3685,34129,29621
,15-Jan,CH 3686,23401,19483
,15-Jan,CH 3687,10302,8537
,15-Jan,CH 3688,3955,3734
,15-Jan,CH 3689,9557,9025
,15-Jan,CH 3690,2152,1786
,15-Jan,CH 3691,3512,3189
,15-Jan,CH 3692,26540,21909
,15-Jan,CH 3693,32078,27312
,15-Jan,CH 3694,8683,8237
,15-Jan,CH 3695,2326,2032
,15-Jan,CH 3696,5216,4878
,15-Jan,CH 3697,3796,3054
,15-Jan,CH 3698,8515,7982
,15-Jan,CH 3699,18775,16977
,15-Jan,CH 3700,40927,35106
,15-Jan,CH 3701,5126,4658
,15-Jan,CH 3702,1724,1627
,15-Jan,CH 3703,1920,1817
,15-Jan,CH 3704,4528,3646
,15-Jan,CH 3705,3430,3240
,15-Jan,CH 3706,18213,15917
,15-Jan,CH 3707,14709,12400
,15-Jan,CH 3708,9114,8629
,15-Jan,CH 3709,27809,23444
,15-Jan,CH 3710,32650,29703
,15-Jan,CH 3711,997,939
,15-Jan,CH 3712,10103,8916
,15-Jan,CH 3713,9718,8104
,15-Jan,CH 3714,30359,25215
,15-Jan,CH 3715,6869,6147
,15-Jan,CH 3716,3908,3296
,15-Jan,CH 3717,8142,6907
,15-Jan,CH 3718,3512,3014
,15-Jan,CH 3719,4524,4074
,15-Jan,CH 3720,12192,11301
,15-Jan,CH 3721,16354,14288
,15-Jan,CH 3722,1735,1454
,15-Jan,CH 3723,2833,2505
,15-Jan,CH 3724,32850,28595
,15-Jan,CH 3725,8672,7921
,15-Jan,CH 3726,7852,6662
,15-Jan,CH 3727,263,235
,15-Jan,CH 3728,27211,25458
,15-Jan,CH 3729,27706,25816
,15-Jan,CH 3730,25900,23835
,15-Jan,CH 3731,10645,10046
,15-Jan,CH 3732,12396,11554
,15-Jan,CH 3733,4227,3761
,15-Jan,CH 3734,8529,7259
,15-Jan,CH 3735,10144,9243
,15-Jan,CH 3736,22505,19116
,15-Jan,CH 3737,6244,5091
,15-Jan,CH 3738,39254,35198
,15-Jan,CH 3739,16086,15148
,15-Jan,CH 3740,6738,5455
,15-Jan,CH 3741,6477,5355
,15-Jan,CH 3742,4165,3890
,15-Jan,CH 3743,14591,13192
,15-Jan,CH 3744,7600,6264
,15-Jan,CH 3745,13962,11636
,15-Jan,CH 3746,10162,9534
,15-Jan,CH 3747,3588,3359
,15-Jan,CH 3748,2559,2281
,15-Jan,CH 3749,36679,33134
,15-Jan,CH 3750,14575,13303
,15-Jan,CH 3751,21453,19617
,15-Jan,CH 3752,3864,3572
,15-Jan,CH 3753,14701,13087
,15-Jan,CH 3754,3445,3202
,15-Jan,CH 3755,7242,5940
,15-Jan,CH 3756,4689,4365
,15-Jan,CH 3757,28279,24863
,15-Jan,CH 3758,7437,7009
,15-Jan,CH 3759,32933,29487
,15-Jan,CH 3760,8326,6753
,15-Jan,CH 3761,10216,8643
,15-Jan,CH 3762,14714,13592
,15-Jan,CH 3763,28838,23344
,15-Jan,CH 3764,2334,1892
,15-Jan,CH 3765,1608,1305
,15-Jan,CH 3766,5070,4137
,15-Jan,CH 3767,13339,11153
,15-Jan,CH 3768,10591,9824
,15-Jan,CH 3769,10037,8710
,15-Jan,CH 3770,26972,23394
,15-Jan,CH 3771,33538,29486
,15-Jan,CH 3772,1941,1776
,15-Jan,CH 3773,8136,6645
,15-Jan,CH 3774,32349,26956
,15-Jan,CH 3775,36670,32989
,15-Jan,CH 3776,4190,3414
,15-Jan,CH 3777,6759,6098
,15-Jan,CH 3778,4169,3554
,15-Jan,CH 3779,8112,7626
,15-Jan,CH 3780,20718,17087
,15-Jan,CH 3781,12577,10123
,15-Jan,CH 3782,8985,7833
,15-Jan,CH 3783,8957,7778
,15-Jan,CH 3784,5840,4950
,15-Jan,CH 3785,3831,3148
,15-Jan,CH 3786,18888,15829
,15-Jan,CH 3787,16821,13842
,15-Jan,CH 3788,25094,23787
,15-Jan,CH 3789,3588,3081
,15-Jan,CH 3790,10726,9907
,15-Jan,CH 3791,13462,11441
,15-Jan,CH 3792,6782,5989
,15-Jan,CH 3793,18261,16377
,15-Jan,CH 3794,23556,20964
,15-Jan,CH 3795,11258,10001
,15-Jan,CH 3796,14649,11903
,15-Jan,CH 3797,20540,18030
,15-Jan,CH 3798,25024,22166
,15-Jan,CH 3799,22108,17958
,15-Jan,CH 3800,17452,14531
,15-Jan,CH 3801,8324,6954
,15-Jan,CH 3802,28291,24096
,15-Jan,CH 3803,886,733
,15-Jan,CH 3804,2037,1731
,15-Jan,CH 3805,9017,7231
,15-Jan,CH 3806,17329,15562
,15-Jan,CH 3807,666,607
,15-Jan,CH 3808,3442,3017
,15-Jan,CH 3809,6456,5332
,15-Jan,CH 3810,20206,17492
,15-Jan,CH 3811,13380,12426
,15-Jan,CH 3812,36589,33157
,15-Jan,CH 3813,6526,6060
,15-Jan,CH 3814,17227,16252
,15-Jan,CH 3815,18493,17041
,15-Jan,CH 3816,5214,4874
,15-Jan,CH 3817,1925,1634
,15-Jan,CH 3818,22217,18934
,15-Jan,CH 3819,15278,12382
,15-Jan,CH 3820,8549,7456
,15-Jan,CH 3821,2585,2122
,15-Jan,CH 3822,9405,8697
,15-Jan,CH 3823,17849,16347
,15-Jan,CH 3824,28169,25280
,15-Jan,CH 3825,23144,19333
,15-Jan,CH 3826,28216,23798
,15-Jan,CH 3827,7922,7181
,15-Jan,CH 3828,7486,6457
,15-Jan,CH 3829,20838,18706
,15-Jan,CH 3830,26303,24196
,15-Jan,CH 3831,20803,18073
,15-Jan,CH 3832,8878,8365
,15-Jan,CH 3833,10909,9000
,15-Jan,CH 3834,10727,8627
,15-Jan,CH 3835,12988,11931
,15-Jan,CH 3836,18698,15247
,15-Jan,CH 3837,5865,4786
,15-Jan,CH 3838,36550,34614
,15-Jan,CH 3839,20801,19236
,15-Jan,CH 3840,11111,9055
,15-Jan,CH 3841,5105,4523
,15-Jan,CH 3842,20154,17621
,15-Jan,CH 3843,31529,25974
,15-Jan,CH 3844,21726,17989
,15-Jan,CH 3845,12074,10875
,15-Jan,CH 3846,10384,9150
,15-Jan,CH 3847,13619,12856
,15-Jan,CH 3848,17308,13863
,15-Jan,CH 3849,35547,29748
,15-Jan,CH 3850,16743,15464
,15-Jan,CH 5850,3980,3228
,15-Jan,CH 3851,10317,9412
,15-Jan,CH 3852,13729,11645
,15-Jan,CH 3853,7812,7050
,15-Jan,CH 3854,23689,20467
,15-Jan,CH 3855,225,192
,15-Jan,CH 3856,5107,4294
,15-Jan,CH 3857,4515,3738
,15-Jan,CH 3858,2326,2048
,15-Jan,CH 3859,17953,15362
,15-Jan,CH 3860,8959,8462
,15-Jan,CH 3861,8200,7048
,15-Jan,CH 3862,32285,26678
,15-Jan,CH 3863,16398,14034
,15-Jan,CH 3864,16450,13486
,15-Jan,CH 3865,6081,5344
,15-Jan,CH 3866,11097,8958
,15-Jan,CH 3867,3511,3020
,15-Jan,CH 3868,16491,15071
,15-Jan,CH 3869,13878,12208
,15-Jan,CH 3870,4879,4499
,15-Jan,CH 3871,4967,4307
,15-Jan,CH 3872,9335,7780
,15-Jan,CH 3873,4573,3921
,15-Jan,CH 3874,16942,15470
,15-Jan,CH 3875,5278,4538
,15-Jan,CH 3876,20718,18440
,15-Jan,CH 3877,8080,6931
,15-Jan,CH 3878,4836,4469
,15-Jan,CH 3879,7713,6407
,15-Jan,CH 3880,20950,17346
,15-Jan,CH 3881,22551,19908
,15-Jan,CH 3882,25425,21110
,15-Jan,CH 3883,15529,14297
,15-Jan,CH 3884,19638,16237
,15-Jan,CH 3885,14761,11861
,15-Jan,CH 3886,7635,7248
,15-Jan,CH 3887,7980,6415
,15-Jan,CH 3888,34037,32173
,15-Jan,CH 3889,5646,5222
,15-Jan,CH 3890,16840,14533
,15-Jan,CH 3891,37549,32938
,15-Jan,CH 3892,8030,7013
,15-Jan,CH 3893,18041,15488
,15-Jan,CH 3894,10196,9669
,15-Jan,CH 3895,14524,11717
,15-Jan,CH 3896,9074,8012
,15-Jan,CH 3897,23767,20585
,15-Jan,CH 3898,23609,22391
,15-Jan,CH 3899,16659,13589
,15-Jan,CH 3900,13111,10931
,15-Jan,CH 3901,9971,8577
,15-Jan,CH 3902,3505,3128
,15-Jan,CH 3903,981,932
,15-Jan,CH 3904,31766,25909
,15-Jan,CH 3905,21325,17504
,15-Jan,CH 3906,8477,7624
,15-Jan,CH 3907,1049,911
,15-Jan,CH 3908,14138,12343
,15-Jan,CH 3909,16072,15146
,15-Jan,CH 3910,678,554
,15-Jan,CH 3911,1175,991
,15-Jan,CH 3912,2769,2260
,15-Jan,CH 3913,974,847
,15-Jan,CH 3914,6584,6058
,15-Jan,CH 3915,52,48
,15-Jan,CH 3916,1242,1049
,15-Jan,CH 3917,7292,5876
,15-Jan,CH 3918,7321,6278
,15-Jan,CH 3919,1813,1556
,15-Jan,CH 3920,11725,10036
,15-Jan,CH 3921,4946,3989
,15-Jan,CH 3922,15863,15044
,15-Jan,CH 3923,20993,19051
,15-Jan,CH 3924,7197,5784
,15-Jan,CH 3925,4208,3925
,15-Jan,CH 3926,6779,6376
,15-Jan,CH 3927,690,609
,15-Jan,CH 3928,19126,16879
,15-Jan,CH 3929,3263,2842
,15-Jan,CH 3930,2820,2518
,15-Jan,CH 3931,4578,3819
,15-Jan,CH 3932,10299,9336
,15-Jan,CH 3933,5512,4463
,15-Jan,CH 3934,9605,7726
,15-Jan,CH 3935,12947,11741
,15-Jan,CH 3936,3070,2463
,15-Jan,CH 3937,6861,5738
,15-Jan,CH 3938,1627,1337
,15-Jan,CH 3939,21104,18716
,15-Jan,CH 3940,21652,19522
,15-Jan,CH 3941,30622,24632
,15-Jan,CH 3942,24742,19816
,15-Jan,CH 3943,14710,13611
,15-Jan,CH 5855,699,652
,15-Jan,CH 3944,23112,20247
,15-Jan,CH 3945,5365,5022
,15-Jan,CH 3946,12125,9861
,15-Jan,CH 3947,13196,11610
,15-Jan,CH 3948,8234,7112
,15-Jan,CH 3949,15199,13484
,15-Jan,CH 3950,12367,11013
,15-Jan,CH 3951,4618,3908
,15-Jan,CH 3952,10372,9563
,15-Jan,CH 3953,811,749
,15-Jan,CH 3954,4691,4258
,15-Jan,CH 3955,31230,26519
,15-Jan,CH 3956,2915,2432
,15-Jan,CH 3957,11106,9364
,15-Jan,CH 3958,26101,23286
,15-Jan,CH 3959,11005,10081
,15-Jan,CH 3960,19467,15727
,15-Jan,CH 3961,17780,16363
,15-Jan,CH 3962,27726,22665
,15-Jan,CH 3963,23976,19323
,15-Jan,CH 3964,15600,13927
,15-Jan,CH 3965,38622,32227
,15-Jan,CH 3966,10207,8636
,15-Jan,CH 3967,3039,2876
,15-Jan,CH 3968,11110,10290
,15-Jan,CH 3969,16782,14127
,15-Jan,CH 3970,5282,4711
,15-Jan,CH 3971,28767,23731
,15-Jan,CH 3972,23909,20868
,15-Jan,CH 3973,24726,20034
,15-Jan,CH 3974,37806,30884
,15-Jan,CH 3975,25264,21600
,15-Jan,CH 3976,28547,26581
,15-Jan,CH 3977,32066,26881
,15-Jan,CH 3978,10241,8670
,15-Jan,CH 3979,26023,21117
,15-Jan,CH 3980,10341,9364
,15-Jan,CH 3981,4297,3588
,15-Jan,CH 3982,33165,31368
,15-Jan,CH 3983,20389,18294
,15-Jan,CH 3984,48960,40792
,15-Jan,CH 3985,640,517
,15-Jan,CH 3986,10410,9299
,15-Jan,CH 3987,29728,23785
,15-Jan,CH 3988,34826,29990
,15-Jan,CH 3989,6399,5401
,15-Jan,CH 3990,14867,12514
,15-Jan,CH 3991,4044,3637
,15-Jan,CH 3992,20434,17674
,15-Jan,CH 3993,15952,14990
,15-Jan,CH 3994,1538,1376
,15-Jan,CH 3995,309,264
,15-Jan,CH 3996,30715,28474
,15-Jan,CH 3997,14707,13624
,15-Jan,CH 3998,29094,25419
,15-Jan,CH 3999,11437,9747
,15-Jan,CH 4000,11256,10656
,15-Jan,CH 4001,20916,18001
,15-Jan,CH 4002,20856,19446
,15-Jan,CH 4003,2741,2412
,15-Jan,CH 4004,15630,13205
,15-Jan,CH 4005,19924,18170
,15-Jan,CH 4006,19996,18581
,15-Jan,CH 4007,32579,26512
,15-Jan,CH 4008,16284,13394
,15-Jan,CH 4009,17530,15542
,15-Jan,CH 4010,19871,17093
,15-Jan,CH 4011,29605,25943
,15-Jan,CH 4012,19207,17819
,15-Jan,CH 4013,13676,11752
,15-Jan,CH 4014,32104,28562
,15-Jan,CH 4015,22215,20165
,15-Jan,CH 4016,25000,22948
,15-Jan,CH 4017,18707,15397
,15-Jan,CH 4018,33720,27774
,15-Jan,CH 4019,22981,19584
,15-Jan,CH 4020,22197,20176
,15-Jan,CH 4021,5348,4532
,15-Jan,CH 4022,17383,15063
,15-Jan,CH 4023,21018,17471
,15-Jan,CH 4024,22501,19729
,15-Jan,CH 4025,5852,5025
,15-Jan,CH 4026,45000,37444
,15-Jan,CH 4027,8559,7021
,15-Jan,CH 4028,38594,36641
,15-Jan,CH 4029,3659,2976
,15-Jan,CH 4030,39264,31519
,15-Jan,CH 4031,39074,36106
,15-Jan,CH 4032,56990,49863
,15-Jan,CH 4033,1219,1035
,15-Jan,CH 4034,3311,2651
,15-Jan,CH 4035,15820,13933
,15-Jan,CH 4036,13,11
,15-Jan,CH 4037,16509,13699
,15-Jan,CH 4038,21251,19110
,15-Jan,CH 4039,5183,4472
,15-Jan,CH 4040,68,54
,15-Jan,CH 4041,25711,24096
,15-Jan,CH 4042,30195,27968
,15-Jan,CH 4043,36977,30431
,15-Jan,CH 4044,6879,5705
,15-Jan,CH 4045,31444,25689
,15-Jan,CH 4046,2199,2010
,15-Jan,CH 4047,37315,35360
,15-Jan,CH 4048,31622,25920
,15-Jan,CH 4049,34679,31479
,15-Jan,CH 4050,6783,5583
,15-Jan,CH 4051,3599,2973
,15-Jan,CH 4052,18298,14685
,15-Jan,CH 4053,38406,34098
,15-Jan,CH 4054,18517,16346
,15-Jan,CH 4055,5573,4655
,15-Jan,CH 4056,18075,16275
,15-Jan,CH 4057,48878,45941
,15-Jan,CH 4058,19603,17302
,15-Jan,CH 4059,32448,26664
,15-Jan,CH 4060,18212,15153
,15-Jan,CH 4061,10512,9038
,15-Jan,CH 4062,51887,49081
,15-Jan,CH 4063,417,355
,15-Jan,CH 4064,24290,22571
,15-Jan,CH 4065,2385,2195
,15-Jan,CH 4066,14945,13254
,15-Jan,CH 4067,16215,14024
,15-Jan,CH 4068,14322,12516
,15-Jan,CH 4069,2073,1859
,15-Jan,CH 4070,29767,27636
,15-Jan,CH 4071,18405,16797
,15-Jan,CH 4072,24713,21676
,15-Jan,CH 4073,21156,17033
,15-Jan,CH 4074,12153,11259
,15-Jan,CH 4075,7024,6069
,15-Jan,CH 4076,2279,1935
,15-Jan,CH 4077,25780,23107
,15-Jan,CH 4078,5211,4808
,15-Jan,CH 4079,25006,22941
,15-Jan,CH 4080,3856,3420
,15-Jan,CH 4081,18029,15880
,15-Jan,CH 4082,11390,9923
,15-Jan,CH 4083,16474,15535
,15-Jan,CH 4084,12667,10454
,15-Jan,CH 4085,19761,18710
,15-Jan,CH 4086,16618,15516
,15-Jan,CH 4087,12018,9795
,15-Jan,CH 4088,17297,14582
,15-Jan,CH 4089,27017,25232
,15-Jan,CH 4090,28652,26358
,15-Jan,CH 4091,15419,12576
,15-Jan,CH 4092,21690,17744
,15-Jan,CH 4093,8931,7364
,15-Jan,CH 4094,13553,10925
,15-Jan,CH 4095,3466,2994
,15-Jan,CH 4096,13208,12121
,15-Jan,CH 4097,17618,14909
,15-Jan,CH 4098,5382,4880
,15-Jan,CH 4099,11909,9772
,15-Jan,CH 4100,3871,3222
,15-Jan,CH 4101,36819,30066
,15-Jan,CH 4102,13202,12208
,15-Jan,CH 4103,10564,8572
,15-Jan,CH 4104,505,464
,15-Jan,CH 4105,32784,28540
,15-Jan,CH 4106,9352,7585
,15-Jan,CH 4107,9978,8310
,15-Jan,CH 4108,909,814
,15-Jan,CH 4109,26097,24345
,15-Jan,CH 4110,11584,10584
,15-Jan,CH 4111,4631,4261
,15-Jan,CH 4112,3210,2772
,15-Jan,CH 4113,9769,8874
,15-Jan,CH 4114,8707,7131
,15-Jan,CH 4115,31879,29494
,15-Jan,CH 4116,18528,15930
,15-Jan,CH 4117,11153,8964
,15-Jan,CH 4118,5984,5052
,15-Jan,CH 4119,20730,18225
,15-Jan,CH 5868,25474,21495
,15-Jan,CH 4120,9040,8066
,15-Jan,CH 4121,15658,14676
,15-Jan,CH 4122,22943,21311
,15-Jan,CH 4123,18944,16862
,15-Jan,CH 4124,48415,43823
,15-Jan,CH 4125,22225,18654
,15-Jan,CH 4126,37875,34286
,15-Jan,CH 4127,37382,33699
,15-Jan,CH 4128,37510,34195
,15-Jan,CH 4129,32878,27024
,15-Jan,CH 4130,27208,23070
,15-Jan,CH 4131,20543,18722
,15-Jan,CH 4132,45969,40450
,15-Jan,CH 4133,13429,11927
,15-Jan,CH 4134,19999,17711
,15-Jan,CH 4135,33485,27027
,15-Jan,CH 4136,6032,5466
,15-Jan,CH 4137,15273,14497
,15-Jan,CH 4138,27410,24649
,15-Jan,CH 4139,22437,20559
,15-Jan,CH 4140,33544,30440
,15-Jan,CH 4141,43932,36920
,15-Jan,CH 4142,19292,17908
,15-Jan,CH 4143,15061,14151
,15-Jan,CH 4144,21403,18944
,15-Jan,CH 4145,26623,23484
,15-Jan,CH 4146,47485,39844
,15-Jan,CH 4147,18216,15874
,15-Jan,CH 4148,13955,12282
,15-Jan,CH 4149,868,767
,15-Jan,CH 4150,16568,14955
,15-Jan,CH 4151,15414,14301
,15-Jan,CH 4152,17133,13764
,15-Jan,CH 4153,10839,8843
,15-Jan,CH 4154,45038,42502
,15-Jan,CH 4155,40351,38184
,15-Jan,CH 4156,18170,15400
,15-Jan,CH 4157,44375,39700
,15-Jan,CH 4158,43078,39185
,15-Jan,CH 4159,27421,22480
,15-Jan,CH 4160,13792,11843
,15-Jan,CH 4161,43355,36001
,15-Jan,CH 4162,28061,25223
,15-Jan,CH 4163,34350,28654
,15-Jan,CH 4164,45400,42594
,15-Jan,CH 4165,25984,21139
,15-Jan,CH 4166,29626,25843
,15-Jan,CH 4167,23733,19823
,15-Jan,CH 4168,230,218
,15-Jan,CH 4169,33288,26660
,15-Jan,CH 4170,19861,16045
,15-Jan,CH 4171,48283,45629
,15-Jan,CH 4172,45896,41572
,15-Jan,CH 4173,8228,7776
,15-Jan,CH 4174,11277,9640
,15-Jan,CH 4175,42614,39004
,15-Jan,CH 4176,17838,16215
,15-Jan,CH 4177,41306,35930
,15-Jan,CH 4178,8940,7999
,15-Jan,CH 4179,1251,1090
,15-Jan,CH 4180,29892,27794
,15-Jan,CH 4181,18659,15011
,15-Jan,CH 4182,7075,6635
,15-Jan,CH 4183,18404,15046
,15-Jan,CH 4184,38945,36429
,15-Jan,CH 4185,5243,4446
,15-Jan,CH 4186,34393,32558
,15-Jan,CH 4187,56069,45702
,15-Jan,CH 4188,34701,32660
,15-Jan,CH 4189,28889,23845
,15-Jan,CH 4190,17000,16124
,15-Jan,CH 4191,17867,16714
,15-Jan,CH 4192,19060,17234
,15-Jan,CH 4193,19010,16407
,15-Jan,CH 4194,30189,28377
,15-Jan,CH 4195,33876,29578
,15-Jan,CH 4196,47763,38577
,15-Jan,CH 4197,28309,24760
,15-Jan,CH 4198,41231,34818
,15-Jan,CH 4199,25615,22261
,15-Jan,CH 4200,19940,18694
,15-Jan,CH 4201,17544,15658
,15-Jan,CH 4202,11161,9548
,15-Jan,CH 4203,46227,40752
,15-Jan,CH 4204,18077,16950
,15-Jan,CH 4205,1905,1764
,15-Jan,CH 4206,582,549
,15-Jan,CH 4207,6041,5044
,15-Jan,CH 4208,6869,6165
,15-Jan,CH 4209,25672,21376
,15-Jan,CH 4210,35140,32308
,15-Jan,CH 4211,27050,23327
,15-Jan,CH 4212,26967,24485
,15-Jan,CH 4213,29651,26651
,15-Jan,CH 4214,10865,10244
,15-Jan,CH 4215,45591,38765
,15-Jan,CH 4216,39598,37462
,15-Jan,CH 4217,16173,12966
,15-Jan,CH 4218,32893,27501
,15-Jan,CH 4219,29381,23605
,15-Jan,CH 4220,53084,47512
,15-Jan,CH 4221,40896,38226
,15-Jan,CH 4222,35396,30678
,15-Jan,CH 4223,31600,28013
,15-Jan,CH 4224,18007,16837
,15-Jan,CH 4225,12342,9927
,15-Jan,CH 4226,22503,21249
,15-Jan,CH 4227,16130,13809
,15-Jan,CH 4228,41471,35988
,15-Jan,CH 4229,26234,22571
,15-Jan,CH 4230,31437,25515
,15-Jan,CH 4231,20019,16545
,15-Jan,CH 4232,15812,14379
,15-Jan,CH 4233,11062,10306
,15-Jan,CH 4234,16357,14329
,15-Jan,CH 4235,34015,27346
,15-Jan,CH 4236,32620,29851
,15-Jan,CH 4237,19882,16369
,15-Jan,CH 4238,11962,10086
,15-Jan,CH 4239,30623,28217
,15-Jan,CH 4240,21771,17445
,15-Jan,CH 4241,28556,26702
,15-Jan,CH 4242,13416,12692
,15-Jan,CH 4243,13001,11324
,15-Jan,CH 4244,47305,41856
,15-Jan,CH 4245,25115,20868
,15-Jan,CH 4246,30400,27584
,15-Jan,CH 4247,32796,27494
,15-Jan,CH 4248,18149,15195
,15-Jan,CH 4249,32122,27162
,15-Jan,CH 4250,29127,24840
,15-Jan,CH 4251,15299,12418
,15-Jan,CH 4252,10984,9677
,15-Jan,CH 4253,38396,32475
,15-Jan,CH 4254,24660,22191
,15-Jan,CH 4255,18928,15481
,15-Jan,CH 4256,36077,30444
,15-Jan,CH 4257,3777,3573
,15-Jan,CH 4258,5786,5232
,15-Jan,CH 4259,12655,11166
,15-Jan,CH 4260,31516,29291
,15-Jan,CH 4261,11428,9455
,15-Jan,CH 4262,19468,15716
,15-Jan,CH 4263,4979,4066
,15-Jan,CH 4264,11752,10363
,15-Jan,CH 4265,16998,14782
,15-Jan,CH 4266,40,36
,15-Jan,CH 4267,2049,1683
,15-Jan,CH 4268,8831,7810
,15-Jan,CH 4269,31700,28608
,15-Jan,CH 4270,7269,6262
,15-Jan,CH 4271,5258,4310
,15-Jan,CH 4272,18551,15251
,15-Jan,CH 4273,3673,3432
,15-Jan,CH 4274,2667,2215
,15-Jan,CH 4275,13340,11829
,15-Jan,CH 4276,6936,6446
,15-Jan,CH 4277,18348,16404
,15-Jan,CH 4278,19603,17178
,15-Jan,CH 4279,23170,18649
,15-Jan,CH 4280,2486,2009
,15-Jan,CH 4281,5835,5034
,15-Jan,CH 4282,26956,21846
,15-Jan,CH 4283,36147,34031
,15-Jan,CH 4284,23063,21246
,15-Jan,CH 4285,30661,27551
,15-Jan,CH 4286,11094,9077
,15-Jan,CH 4287,9578,9048
,15-Jan,CH 4288,94,81
,15-Jan,CH 4289,29300,27101
,15-Jan,CH 4290,31796,26837
,15-Jan,CH 4291,12572,11311
,15-Jan,CH 4292,4025,3753
,15-Jan,CH 4293,29791,27816
,15-Jan,CH 4294,15810,14601
,15-Jan,CH 4295,37994,33061
,15-Jan,CH 4296,28326,23874
,15-Jan,CH 4297,8893,7768
,15-Jan,CH 4298,10163,8859
,15-Jan,CH 4299,22366,20572
,15-Jan,CH 4300,20350,18706
,15-Jan,CH 4301,25158,22648
,15-Jan,CH 4302,19837,18819
,15-Jan,CH 4303,9960,8397
,15-Jan,CH 4304,18879,15838
,15-Jan,CH 4305,21814,17525
,15-Jan,CH 4306,24756,22499
,15-Jan,CH 4307,30141,24782
,15-Jan,CH 4308,27275,22259
,15-Jan,CH 4309,24886,22004
,15-Jan,CH 4310,8981,7407
,15-Jan,CH 4311,13734,12833
,15-Jan,CH 4312,19128,17807
,15-Jan,CH 4313,12026,10728
,15-Jan,CH 4314,13132,11311
,15-Jan,CH 4315,32926,27594
,15-Jan,CH 4316,23904,20754
,15-Jan,CH 4317,11805,9939
,15-Jan,CH 4318,20152,16612
,15-Jan,CH 4319,14919,13010
,15-Jan,CH 4320,10415,8825
,15-Jan,CH 4321,8505,7570
,15-Jan,CH 4322,35242,28725
,15-Jan,CH 4323,9311,7452
,15-Jan,CH 4324,12720,10445
,15-Jan,CH 4325,12088,10384
,15-Jan,CH 4326,14165,11996
,15-Jan,CH 4327,20386,16980
,15-Jan,CH 4328,22066,20648
,15-Jan,CH 4329,19540,17104
,15-Jan,CH 4330,31633,29026
,15-Jan,CH 4331,14482,12515
,15-Jan,CH 4332,21834,20338
,15-Jan,CH 4333,20845,19561
,15-Jan,CH 4334,19516,16124
,15-Jan,CH 4335,20005,17558
,15-Jan,CH 4336,30470,27530
,15-Jan,CH 4337,16175,14012
,15-Jan,CH 4338,11871,10691
,15-Jan,CH 4339,16826,15979
,15-Jan,CH 4340,12025,10818
,15-Jan,CH 4341,15498,13272
,15-Jan,CH 4342,38863,34230
,15-Jan,CH 4343,8972,7980
,15-Jan,CH 4344,16696,15064
,15-Jan,CH 4345,13812,11384
,15-Jan,CH 4346,28801,26400
,15-Jan,CH 4347,23826,20373
,15-Jan,CH 4348,14284,12428
,15-Jan,CH 4349,22064,17768
,15-Jan,CH 4350,7445,6674
,15-Jan,CH 4351,3299,2694
,15-Jan,CH 4352,5809,4799
,15-Jan,CH 4353,20437,18446
,15-Jan,CH 4354,20312,17644
,15-Jan,CH 4355,26182,21891
,15-Jan,CH 4356,27270,25112
,15-Jan,CH 4357,15493,14209
,15-Jan,CH 4358,14099,12076
,15-Jan,CH 4359,39524,33571
,15-Jan,CH 4360,13616,12391
,15-Jan,CH 4361,11545,9727
,15-Jan,CH 4362,7148,6754
,15-Jan,CH 4363,34320,31892
,15-Jan,CH 4364,18944,17002
,15-Jan,CH 4365,34466,30461
,15-Jan,CH 4366,35661,30592
,15-Jan,CH 4367,32058,28245
,15-Jan,CH 4368,9437,8440
,15-Jan,CH 4369,13961,11216
,15-Jan,CH 4370,23388,21476
,15-Jan,CH 4371,22987,21585
